品目,品番,商品名,車両メーカー,代表型式,代表車名,純正品番,Uzone品番_純正品番,本体福原加工,クラッチ福原加工,本体,クラッチ,仕切り,保証期間,備考,付属品,注意事項１,注意事項２,在庫フラグ（0：在庫あり、1：要確認）,部品ID1,部品ID2,特徴1,特徴2,特徴3,特徴4,特徴5,特徴6,特徴7,特徴8,特徴9,特徴10
オルタネーター,A002TB7291R,オルタネーター(G) IC 12/90,日産,M35,ｽﾃｰｼﾞｱ,23100AL510,,,,,,17800,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,A003TB4291R,オルタネーター(G) IC 12/110,日産,M35,ｽﾃｰｼﾞｱ,23100AM610,,,,,,24600,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,A003TB5791R,オルタネーター(G) IC 12/110,日産,E-PT12,ｵｰｽﾀｰ,23100AM611,,,,,,24600,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR170-768R-S,オルタネーター(G）IC 12/70,日産,K11,ﾏｰﾁ,23100AN000,,,,,,11300,1年2万km保証,シルバータイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR170-768R,オルタネ-タ-(G) I.C 12/70,日産,K11,ﾏｰﾁ,23100AN000,,,,,,18800,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR1110-716R,オルタネーター(G) IC 12/110,日産,GF50,ｼｰﾏ,23100AR000,,,,,,30300,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,A003TG0891R,オルタネーター(G) IC 12/110,日産,PGF50,ﾌﾟﾚｼﾞﾃﾞﾝﾄ,23100AR710,,,,,,24600,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR1110-713R-S,オルタネーター(G) IC 12/110,日産,TC24,ｾﾚﾅ,23100AU400,,,,,,16100,1年2万km保証,シルバータイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR1110-713R,オルタネーター(G) IC 12/110,日産,NT30,ｴｸｽﾄﾚｲﾙ,23100AU400,,,,,,25300,2年4万km保証,MAXタイプ,純正新品クラッチプーリー付き,,,1,,,,,,,,,,,,
オルタネーター,LR1110-713R-S1,オルタネーター(G) IC 12/110,日産,DBF-VY12,AD,23100AU40D,,,,,,16000,1年2万km保証,シルバータイプ,,,,0,,,,,,,,,,,,
オルタネーター,A003TB2981R,オルタネーター(G)　I.C 12/110,日産,WRY11,ｳｲﾝｸﾞﾛｰﾄﾞ,23100AU410,,,,,,24600,2年4万km保証,MAXタイプ,純正新品クラッチプーリー付き,,,1,,,,,,,,,,,,
オルタネーター,LR190-760R,オルタネ-タ-(G) I.C 12/90,日産,DBA-NY12,ｳｲﾝｸﾞﾛｰﾄﾞ,23100AX001,,,,,,21250,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR135-61R,オルタネーター (I.C),日産,DBA-NY12,ｳｲﾝｸﾞﾛｰﾄﾞ,23100B9802,,,,,,22100,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,A001T22971R,オルタネーター (G) IC 12/35,日産,CBA-E51,ｴﾙｸﾞﾗﾝﾄﾞ,23100B9810,,,,,,16400,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR235-402R-VP,オルタネ-タ-(D)IC.VP24/35,日産,CBF-VJY12,AD,23100C8604,,,,,,35100,2年4万km保証,MAXタイプ,バキュームポンプ付,,,1,,,,,,,,,,,,
オルタネーター,A003TG0191R,オルタネーター(G) IC 12/110,日産,CBF-VJY12,AD,23100CD010,,,,,,24600,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR1110-723R,オルタネーター(G) IC 12/110,日産,J31,ﾃｨｱﾅ,23100CN10C,,,,,,30300,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR190-765R,オルタネーター(G)　I.C  12/90,日産,AK12,ﾏｰﾁ,23100CT00A,,,,,,23500,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR160-93R,"オルタネ-タ- (I,C) 60A",日産,N-KSE23,ｷｬﾗﾊﾞﾝ,23100D0201,,,,,,22100,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR160-109R,オルタネーター(G)I.C 12/60,日産,N-KEC120,ﾊﾞﾈｯﾄ,23100D0800,,,,,,22100,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,A003T40472R,オルタネーター(G)I.C 12/70,日産,KB-UGJC22,ﾊﾞﾈｯﾄ,23100D0810,,,,,,17800,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR170-715BR,オルタネーター(G) IC 12/70,日産,Q-KUGC22,ﾊﾞﾈｯﾄ,23100D4400,,,,,,22100,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR170-716BR,オルタネ-タ-(G) I.C 12/70,日産,KB-VUJC22,ﾊﾞﾈｯﾄ,23100D4405,,,,,,22100,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,A002T48298R,オルタネ-タ-(G) I.C 12/70,日産,ADF-SKF2LN,ﾊﾞﾈｯﾄ,23100D4410,,,,,,17800,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR1140-801R-S,オルタネーター(G）IC 12/140,日産,KF-SK22LN,ﾊﾞﾈｯﾄ,23100ED000,,,,,,18000,1年2万km保証,シルバータイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR1140-801R-S1,オルタネーター(G）IC 12/140,日産,KQ-SKF2TN,ﾊﾞﾈｯﾄ,23100ED00B,,,,,,16000,1年2万km保証,シルバータイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR1140-801R,オルタネーター(G)　IC 12/140,日産,E11,ﾉｰﾄ,23100ED00B,,,,,,17500,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,A002TJ0591R,オルタネーター(G) I.C 12/110,日産,Z12,ｷｭｰﾌﾞ,23100ED01A,,,,,,24600,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR1140-805R,オルタネーター(G)　IC 12/140,日産,GA-SE88TN,ﾊﾞﾈｯﾄ,23100ED300,,,,,,22500,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,A003TJ0591R,オルタネーター(G)　I.C  12/150,日産,GY50,ﾌｰｶﾞ,23100EG910,,,,,,24600,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR1140-802R-S,オルタネーター(G）IC　12/140,日産,B30,ﾗﾌｪｽﾀ,23100EN000,,,,,,22000,1年2万km保証,シルバータイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR1140-802R-S1,オルタネーター(G)　I.C  12/140,日産,NT31,ｴｸｽﾄﾚｲﾙ,23100EN00B,,,,,,19000,1年2万km保証,シルバータイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR1140-802R,オルタネーター(G)　I.C  12/140,日産,NT31,ｴｸｽﾄﾚｲﾙ,23100EN00B,,,,,,22500,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR180-02R,オルタネ-タ-(G) I.C 12/80,日産,DBA-CKV36,ｽｶｲﾗｲﾝ,23100F2800,,,,,,23500,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR150-423R-VP,オルタネーター(D)IC.VP12/50,日産,E-DR30,ｽｶｲﾗｲﾝ,23100G3600,,,,,,27100,2年4万km保証,MAXタイプ,バキュームポンプ付,,,1,,,,,,,,,,,,
オルタネーター,104210-178R-T,オルタネーター(D）I.C 12/130 プーリー付,日産,E-DR30,ｽｶｲﾗｲﾝ,23100G3601,,,,,,39400,2年4万km保証,MAXタイプ,純正新品クラッチプーリー付き,,,1,,,,,,,,,,,,
オルタネーター,A002T25598R-VP,オルタネ-タ(D)IC.VP 12/50,日産,E-HR30,ｽｶｲﾗｲﾝ,23100G3711,,,,,,31000,2年4万km保証,MAXタイプ,バキュームポンプ付,,,1,,,,,,,,,,,,
オルタネーター,A003T33698R-VP,オルタネ-タ(D)IC.VP 12/60,日産,E-M30,ｻﾝﾀﾅ,23100G3716,,,,,,35200,2年4万km保証,MAXタイプ,バキュームポンプ付,,,1,,,,,,,,,,,,
オルタネーター,LR160-144R-VP,"オルタネ-タ(D)IC,VP 12/60",日産,E-PM30,ｻﾝﾀﾅ,23100G4100,,,,,,32600,2年4万km保証,MAXタイプ,バキュームポンプ付,,,1,,,,,,,,,,,,
オルタネーター,LR160-421FR-VP,オルタネーター(D)IC.VP12/60,日産,Q-CUY31,ｸﾞﾛﾘｱ,23100G5504,,,,,,32900,2年4万km保証,MAXタイプ,バキュームポンプ付,,,1,,,,,,,,,,,,
オルタネーター,LR170-406CR-VP,オルタネーター(D)IC VP 12/70　新品定価69000,日産,GF-WGY61,ｻﾌｧﾘ,23100G5702,,,,,,22600,2年4万km保証,MAXタイプ,バキュームポンプ付,,,1,,,,,,,,,,,,
オルタネーター,LR170-406ER-VP,オルタネーター(D)IC VP 12/70,日産,KH-WTY61,ｻﾌｧﾘ,23100G5703,,,,,,33400,2年4万km保証,MAXタイプ,バキュームポンプ付,,,1,,,,,,,,,,,,
オルタネーター,LR150-99R,オルタネーター (I.C) 50A,日産,KH-ATE50,ｴﾙｸﾞﾗﾝﾄﾞ,23100H7703,,,,,,22100,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,A002T24971R,"オルタネ-タ (G) I,C 12/50",日産,GE-CPGE24,ｷｬﾗﾊﾞﾝ,23100H7711,,,,,,16400,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,A002TB5491R,オルタネーター(G) IC 12/70,日産,SK82VN,ﾊﾞﾈｯﾄﾊﾞﾝ,23100HA001,,,,,,17800,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,A002TC0591R,オルタネーター(G) IC 12/70,日産,SK82TN,ﾊﾞﾈｯﾄ,23100HA30A,,,,,,17800,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR160-452DR-VP,オルタネーター(D)I.C VP 12/60,日産,E-QK30,ｸﾙｰ,23100HC251,,,,,,28000,2年4万km保証,MAXタイプ,バキュームポンプ付,,,1,,,,,,,,,,,,
オルタネーター,LR140-429BR-VP,"オルタネ-タ-(D)IC,VP12/40",日産,SE28TN,ﾊﾞﾈｯﾄ,23100HC500,,,,,,26600,2年4万km保証,MAXタイプ,バキュームポンプ付,,,1,,,,,,,,,,,,
オルタネーター,MK667722R-F,BOSCH オルタネーター 24V/80A 0124555063,日産,KG-CWGE25,ｷｬﾗﾊﾞﾝ,23100HJ00A,,,,,,41300,2年4万km保証,純正サプライヤー製新品,,,,1,,,,,,,,,,,,
オルタネーター,A002TJ0281ZER,オルターネータ(G) I.C 12/120,日産,KR-CWGE25,ｷｬﾗﾊﾞﾝ,23100JD200,,,,,,24600,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,A003TJ2481R,オルタネーター (D)I.C 12V/150A クラッチプーリー,日産,DNT31,ｴｸｽﾄﾚｲﾙ（前期）,23100JG71A,,,,,,36300,2年4万km保証,MAXタイプ,純正新品クラッチプーリー付き,,,1,,,,,,,,,,,,
オルタネーター,A003TJ3881R,オルタネーター (D)I.C 12V/150A クラッチプーリー,日産,DNT31,ｴｸｽﾄﾚｲﾙ,23100JG71B,,,,,,36300,2年4万km保証,MAXタイプ,純正新品クラッチプーリー付き,"コアは同品番で返却をお願いします。旧品番　23100-JG71A（A3TJ2481）返却の場合は別途コア代10,000円かかります",,1,,,,,,,,,,,,
オルタネーター,A002TJ0281R,オルタネーター(G)　I.C  12/110,日産,KNJ10,ﾃﾞｭｱﾘｽ,23100JN81A,,,,,,24600,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR150-125BR,オルタネ-タ-(G) I.C 12/50,日産,ADF-CWGE25,ｷｬﾗﾊﾞﾝ,23100M6601,,,,,,22100,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,A003TG5381R,オルタネーター(G) I.C 12/90,日産,CBF-VRE25,ｷｬﾗﾊﾞﾝ,23100MA00A,,,,,,24500,2年4万km保証,MAXタイプ,純正新品クラッチプーリー付き,,,0,,,,,,,,,,,,
オルタネーター,LR160-130R,オルタネ-タ-(G) I.C 12/60,日産,E-KHE23,ｷｬﾗﾊﾞﾝ,23100R2002,,,,,,22100,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR170-10R,オルタネ-タ-(G) I.C 12/70,日産,L-DHGE23,ｷｬﾗﾊﾞﾝ,23100R2003,,,,,,22100,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR170-02BR,オルタネーター(G) IC 12/70,日産,L-DHGE23,ｷｬﾗﾊﾞﾝ,23100V0802,,,,,,22100,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR190-702BR,オルタネ-タ-(G) I.C 12/90,日産,E-PC910,ﾌﾞﾙ-ﾊﾞ-ﾄﾞ,23100V4060,,,,,,23500,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR1125-705BR,オルタネーター(D)IC 12/125　新品定価104000,日産,AVWE50,ｴﾙｸﾞﾗﾝﾄﾞ,23100VE000,,,,,,26200,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR180-761R,オルタネーター(G) IC 12/80,日産,LC-CQGE25,ｷｬﾗﾊﾞﾝ,23100VH300,,,,,,18800,2年4万km保証,MAXタイプ,,こちらの品番は純正プーリーが生産終了の為、同形状の社外プーリーを装着しております。プーリー以外は純正部品又は純正部品を加修したもので補修しています。,,1,,,,,,,,,,,,
オルタネーター,A002T33593ER,オルタネーター(G)　I.C  12/90,日産,GZ32,ﾌｪｱﾚﾃﾞｨZ,23100VP110,,,,,,17800,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR160-733R,オルタネーター(G) IC 12/60,日産,VY30,ｸﾞﾛﾘｱ,23100VR900,,,,,,22100,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,A002TB7991R,オルタネーター(G) I.C 12/80,日産,QJY31,ｾﾄﾞﾘｯｸ,23100VS010,,,,,,17800,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,A002TA3891BR,オルタネーター(G)I.C 12/70,日産,QJY31,ｾﾄﾞﾘｯｸ,23100VU210,,,,,,17800,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR180-771CR,オルタネーター(D)　I.C  12/80 新品定価￥65 200,日産,VWE25,ｷｬﾗﾊﾞﾝ,23100VW201,,,,,,24700,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,A005TA7981R,オルタネータ(D) I.C 12/80 新品定価73 000,日産,VWE25,ｷｬﾗﾊﾞﾝ,23100VW211,,,,,,24700,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR160-85R,オルタネーター (I.C)  60A,日産,KHE23,ｷｬﾗﾊﾞﾝ,23100W1608,,,,,,22100,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR160-78R,オルタネーター (I.C)  60A,ﾄﾖﾀ,GG-ET196V,ｶﾙﾃﾞｨﾅ,23100W5807,,,,,,22100,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR160-167R,オルタネ-タ-(G) I.C 12/60,ﾄﾖﾀ,GC-KM70,ﾀｳﾝｴｰｽ,23100W9801,,,,,,22100,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,2310A-1VA0A-I,＜新品＞サブスターター＆ジェネレーター IC 12/150,日産,C26,ｾﾚﾅ,2310A1VA0A,,,,,,48000,3年6万km保証,純正サプライヤー製新品,,,,0,,,,,,,,,,,,
オルタネーター,2310A-1VA0A-F,＜新品＞サブスターター＆ジェネレーター IC 12/150 439869,日産,C26,ｾﾚﾅ,2310A1VA0A,,,,,,48000,3年6万km保証,純正サプライヤー製新品,,,,0,,,,,,,,,,,,
オルタネーター,2310A-1VM0A-F,＜新品＞サブスターター＆ジェネレーター IC 12/200,日産,HFC26,ｾﾚﾅ,2310A1VM0A,,,,,,63000,3年6万km保証,純正サプライヤー製新品,,,,0,,,,,,,,,,,,
オルタネーター,A003T08891R,オルタネーター(G) IC 12/95,ｽﾊﾞﾙ,CXW,ｱﾙｼｵｰﾈ,23700AA190,,,,,,17800,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR185-701CR,オルタネータ(G)I.C 12/85,ｽﾊﾞﾙ,BG5,ﾚｶﾞｼｨ,23700AA212,,,,,,18800,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,A002T37391R,オルタネーター(G) I.C 12/85,ｽﾊﾞﾙ,BG5,ﾚｶﾞｼｨ,23700AA220,,,,,,17800,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,A002TA7591R,オルタネーター(G) IC 12/75,ｽﾊﾞﾙ,GF8,ｲﾝﾌﾟﾚｯｻ,23700AA280,80012709,,,,,17800,2年4万km保証,MAXタイプ,,,,1,319.0,,,,,,,,,,,
オルタネーター,A003TA5891R,オルタネーター(G)I.C 12/100,ｽﾊﾞﾙ,BH9,ﾚｶﾞｼｨ,23700AA322,80012712,,,,,24600,2年4万km保証,MAXタイプ,,,,1,319.0,,,,,,,,,,,
オルタネーター,LR1100-717R,オルタネーター(G) IC 12/100,ｽﾊﾞﾙ,BH5,ﾚｶﾞｼｨ,23700AA330,80012713,,,,,23800,2年4万km保証,MAXタイプ,,,,1,319.0,,,,,,,,,,,
オルタネーター,LR1100-717R-S,オルタネーター(G) IC 12/100,ｽﾊﾞﾙ,BE5,ﾚｶﾞｼｨ,23700AA330,80012713,,,,,16500,1年2万km保証,シルバータイプ,,,,1,319.0,,,,,,,,,,,
オルタネーター,A002TB3091R,オルタネーター(G) IC 12/75,ｽﾊﾞﾙ,GC8,ｲﾝﾌﾟﾚｯｻ,23700AA380,80012714,,,,,17800,2年4万km保証,MAXタイプ,,,,1,319.0,,,,,,,,,,,
オルタネーター,A003TB1891R,オルタネーター(G)　I.C  12/100,ｽﾊﾞﾙ,BHE,ﾚｶﾞｼｨ,23700AA401,80012715,,,,,24600,2年4万km保証,MAXタイプ,,,,1,319.0,,,,,,,,,,,
オルタネーター,A002TB5391R,オルタネーター(G) IC 12/75,ｽﾊﾞﾙ,GDB,ｲﾝﾌﾟﾚｯｻ,23700AA420,80012716,,,,,17800,2年4万km保証,MAXタイプ,,,,1,319.0,,,,,,,,,,,
オルタネーター,LR1100-733R,オルタネーター(G) IC 12/100,ｽﾊﾞﾙ,BH5,ﾚｶﾞｼｨ,23700AA440,80012717,,,,,27300,2年4万km保証,MAXタイプ,,,,1,319.0,,,,,,,,,,,
オルタネーター,A002TB6991R,オルタネーター(G) IC 12/90,ｽﾊﾞﾙ,SG5,ﾌｫﾚｽﾀｰ,23700AA450,80012718,,,,,17800,2年4万km保証,MAXタイプ,,,,1,319.0,,,,,,,,,,,
オルタネーター,A003TB3691R,オルタネーター(G) IC 12/100,ｽﾊﾞﾙ,BH9,ﾚｶﾞｼｨ,23700AA460,80012719,,,,,24600,2年4万km保証,MAXタイプ,,,,1,319.0,,,,,,,,,,,
オルタネーター,A003TG0591R,オルタネーター(G) IC 12/110,ｽﾊﾞﾙ,BPE,ﾚｶﾞｼｨ,23700AA510,80012720,,,,,24600,2年4万km保証,MAXタイプ,,,,1,319.0,,,,,,,,,,,
オルタネーター,A003TG0491R,オルタネーター(G) IC 12/110,ｽﾊﾞﾙ,BP5,ﾚｶﾞｼｨ,23700AA521,80012722,,,,,21800,2年4万km保証,MAXタイプ,,,,1,319.0,,,,,,,,,,,
オルタネーター,A002TG0391R,オルタネーター(G)　I.C  12/90,ｽﾊﾞﾙ,DBA-GGC,ｲﾝﾌﾟﾚｯｻ,23700AA540,80012724,,,,,17800,2年4万km保証,MAXタイプ,,,,1,319.0,,,,,,,,,,,
オルタネーター,A003TJ3191R,オルタネーター(G) I.C 12/115,ｽﾊﾞﾙ,YA5,ｴｸｼｰｶﾞ,23700AA611,80012727,,,,,24600,2年4万km保証,MAXタイプ,,,,1,319.0,,,,,,,,,,,
オルタネーター,A002TX0691R,オルタネーター(G) I.C 12/130,ｽﾊﾞﾙ,BM9,ﾚｶﾞｼｨ,23700AA650,,,,,,24600,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,A002TX3291R,オルタネーター(G) I.C 12/130,ｽﾊﾞﾙ,YAM,ｴｸｼｰｶﾞ,23700AA770,80012738,,,,,24400,2年4万km保証,MAXタイプ,,,,1,319.0,,,,,,,,,,,
オルタネーター,A002TX5081AR,オルタネーター(G) I.C 12/130,ｽﾊﾞﾙ,BN9,ﾚｶﾞｼｨ,23700AA911,80012749,,,,,30100,2年4万km保証,MAXタイプ,,,,1,319.0,,,,,,,,,,,
オルタネーター,104211-389R-T,オルタネーター (G) SCタイプ I.C 12/130 プーリー付,ｽﾊﾞﾙ,GK2　～2017/4,ｲﾝﾌﾟﾚｯｻ,23700AA970,80012751,,,,,30300,2年4万km保証,MAXタイプ,純正新品クラッチプーリー付き,,,1,319.0,,,,,,,,,,,
オルタネーター,104211-448R-T,オルタネーター (G) SCタイプ I.C 12/130 プーリー付,ｽﾊﾞﾙ,GK2　2017/4～,ｲﾝﾌﾟﾚｯｻ,23700AA971,80012752,,,,,30300,2年4万km保証,MAXタイプ,純正新品クラッチプーリー付き,,,1,319.0,,,,,,,,,,,
オルタネーター,100211-402R,オルタネーター(G) I.C 12/40,ｽﾊﾞﾙ,KT6,ｻﾝﾊﾞｰ,23700KA060,,,,,,16400,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,A007T01296R,オルタネーター(G)　I.C  12/45,ｽﾊﾞﾙ,KV3,ｻﾝﾊﾞｰ,23700KA450,,,,,,16400,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,100211-927R,オルタネーター(G) I.C 12/45,ｽﾊﾞﾙ,KS4,ｻﾝﾊﾞｰ,23700KA500,,,,,,16400,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,A001T06191R,オルタネーター(G) IC 12/55,ｽﾊﾞﾙ,KV4,ｻﾝﾊﾞｰ,23700KA521,,,,,,16400,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR145-708BR,オルタネーター(G) IC 12/45,ｽﾊﾞﾙ,KK3,ｳﾞｨｳﾞｨｵ,23700KA541,,,,,,22100,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,LR145-709BR,オルタネーター(G) IC 12/45,ｽﾊﾞﾙ,KK3,ｳﾞｨｳﾞｨｵ,23700KA551,,,,,,22100,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,101211-300R,オルタネ-タ (G) I.C 12/45,ｽﾊﾞﾙ,KK3,ｳﾞｨｳﾞｨｵ,23700KA561,,,,,,14200,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,A007T01274R,オルタネ-タ (G) I.C 12/45,ｽﾊﾞﾙ,KS3,ｻﾝﾊﾞｰ,23700KA590,,,,,,16400,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,100211-936R,オルタネ-タ (G) I.C 12/45,ｽﾊﾞﾙ,KS4,ｻﾝﾊﾞｰ,23700KA600,,,,,,10500,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,100211-937R,オルタネ-タ (G) I.C 12/45,ｽﾊﾞﾙ,KV4,ｻﾝﾊﾞｰ,23700KA621,,,,,,10500,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,100211-944R,オルタネ-タ (G) I.C 12/50,ｽﾊﾞﾙ,KV3,ｻﾝﾊﾞｰ,23700KA630,,,,,,16400,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,A007T01691R,オルタネーター(G) IC 12/50,ｽﾊﾞﾙ,KV3,ｻﾝﾊﾞｰ,23700KA660,,,,,,16400,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,A001TA1491R,オルタネーター(G) IC 12/55,ｽﾊﾞﾙ,KV4,ｻﾝﾊﾞｰ,23700KA711,,,,,,16400,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,A007TA0991R,オルタネーター(G) IC 12/45,ｽﾊﾞﾙ,KK3,ｳﾞｨｳﾞｨｵ,23700KA730,,,,,,16400,2年4万km保証,MAXタイプ,,,,1,,,,,,,,,,,,
オルタネーター,A001TA1691R,オルタネ-タ-(G) I.C 12/55,ｽﾊﾞﾙ,RA1,ﾌﾟﾚｵ,23700KA751,80012757,,,,,16400,2年4万km保証,MAXタイプ,,,,1,319.0,,,,,,,,,,,
オルタネーター,102211-508R,オルタネーター(G) IC 12/55,ｽﾊﾞﾙ,RA1,ﾌﾟﾚｵ,23700KA760,80012758,,,,,15300,2年4万km保証,MAXタイプ,,,,1,319.0,,,,,,,,,,,
オルタネーター,A001TA2091R,オルタネーター(G) IC 12/55,ｽﾊﾞﾙ,TT1,ｻﾝﾊﾞｰ,23700KA771,80012760,,,,,16400,2年4万km保証,MAXタイプ,,,,1,319.0,,,,,,,,,,,
オルタネーター,102211-518R,オルタネーター(G)I.C 12/55,ｽﾊﾞﾙ,TV2,ｻﾝﾊﾞｰ,23700KA781,80012761,,,,,16400,2年4万km保証,MAXタイプ,,,,1,319.0,,,,,,,,,,,
オルタネーター,A001TA3091R,オルタネーター(G) I.C 12/55,ｽﾊﾞﾙ,LE-TT1,ｻﾝﾊﾞｰ,23700KA800,80012762,,,,,16400,2年4万km保証,MAXタイプ,,,,1,319.0,,,,,,,,,,,
オルタネーター,102211-558R,オルタネーター(G) IC 12/55,ｽﾊﾞﾙ,TT2,ｻﾝﾊﾞｰ,23700KA820,80012763,,,,,16400,2年4万km保証,MAXタイプ,,,,1,319.0,,,,,,,,,,,
オルタネーター,A001TA3191R,オルタネーター(G) IC 12/55,ｽﾊﾞﾙ,TT2,ｻﾝﾊﾞｰ,23700KA831,80012766,,,,,16400,2年4万km保証,MAXタイプ,,,,1,319.0,,,,,,,,,,,
オルタネーター,102211-583R,オルタネーター(G) IC 12/55,ｽﾊﾞﾙ,CBA-RC1,R2,23700KA860,80012767,,,,,16400,2年4万km保証,MAXタイプ,,,,1,319.0,,,,,,,,,,,
オルタネーター,102211-584R,オルタネーター(G)　I.C  12/55,ｽﾊﾞﾙ,RC1,R2,23700KA870,80012768,,,,,16400,2年4万km保証,MAXタイプ,,,,1,319.0,,,,,,,,,,,
オルタネーター,A001TG0591R,オルタネーター(G）IC 12/60,ｽﾊﾞﾙ,TV1,ｻﾝﾊﾞｰ,23700KA880,80012769,,,,,16400,2年4万km保証,MAXタイプ,,,,1,319.0,,,,,,,,,,,
オルタネーター,A001TG0691R,オルタネーター(G) IC 12/60,ｽﾊﾞﾙ,TT1,ｻﾝﾊﾞｰ,23700KA890,80012771,,,,,16400,2年4万km保証,MAXタイプ,,,,1,319.0,,,,,,,,,,,
