品目,品番,商品名,車両メーカー,代表型式,代表車名,純正品番,Uzone品番_純正品番,本体福原加工,クラッチ福原加工,本体,クラッチ,仕切り,保証期間,備考,付属品,注意事項１,注意事項２,在庫フラグ（0：在庫あり、1：要確認）,部品ID1,部品ID2,特徴1,特徴2,特徴3,特徴4,特徴5,特徴6,特徴7,特徴8,特徴9,特徴10
コンプレッサー,SJK72B0,スズキコンプレッサー,ﾏﾂﾀﾞ,M-DG41B,ｽｸﾗﾑ,ZZS061450A,40453584,ZZS0-61-450A,,,,22300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,447170-774R,コンプレッサー/クラッチ(R)　10S13C 24V,ﾏﾂﾀﾞ,WH63G,ﾀｲﾀﾝ,W62061K00,40437727,W620-61-K00,,4472203390,4473009460,33300,1年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,447100-748R,コンプレッサー/クラッチ(R) 10P13F 24V,ﾏﾂﾀﾞ,,ﾀｲﾀﾝ,W42461450A,40433928,W424-61-450A,,,,29400,1年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1,481.0,,,,,,,,,,,
コンプレッサー,447100-749R,コンプレッサー/クラッチ　(R)　10P13C  24V,ﾏﾂﾀﾞ,,ﾀｲﾀﾝ,W41261450B,40433333,W412-61-450B,,,,29400,1年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1,481.0,,,,,,,,,,,
コンプレッサー,247100-460R,コンプレッサー/クラッチ(R) 10P13A 24V,ﾏﾂﾀﾞ,WGM4T,ﾀｲﾀﾝ,W37261450,40432936,W372-61-450,,1472005160,473006790,29400,1年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,447100-364R,コンプレッサー/クラッチ(R) 10P13A 24V,ﾏﾂﾀﾞ,WGLAD,ﾀｲﾀﾝ,W32361450A,40432063,W323-61-450A,,,,29400,1年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,147100-706R,コンプレッサ-/クラッチ  10P13A 24V,ﾏﾂﾀﾞ,WGLAD,ﾀｲﾀﾝ,W20261450,,W202-61-450,,,,29400,1年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,047100-977R,コンプレッサー/クラッチ　(R)　10P13A  24V,ﾏﾂﾀﾞ,WELAN,ﾀｲﾀﾝ,W06561450,,W065-61-450,,,,29400,1年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1,,,,,,,,,,,,
コンプレッサー,447100-985R,コンプレッサー/クラッチ(R)　10P13C  12V,ﾏﾂﾀﾞ,UF66M,ﾌﾟﾛｼｰﾄﾞ,UE8261450A,40422935,UE82-61-450A,,,,29400,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1,481.0,,,,,,,,,,,
コンプレッサー,147100-871R,コンプレッサー/クラッチ(R) 10P13C 12V,ﾏﾂﾀﾞ,UF66M,ﾌﾟﾛｼｰﾄﾞ,UE5361450A,40422842,UE53-61-450A,,,,29400,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,447100-883R,コンプレッサー/クラッチ(R) 10PA17C 12V,ﾏﾂﾀﾞ,TF31W,ﾌﾟﾛｼｰﾄﾞ,U01361450,40421129,U013-61-450,,,,29400,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1,481.0,,,,,,,,,,,
コンプレッサー,506011-5470R-S,ゼクセルコンプレッサー(DKS15CH),ﾏﾂﾀﾞ,Z-SDEATF,J80･J100,S66061450,40406661,S660-61-450,,,,25300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,506012-1140R-S,ゼクセルコンプレッサー(DKS17D),ﾏﾂﾀﾞ,SK82V,ﾎﾞﾝｺﾞ,S63L61450A,40406382,S63L-61-450A,,,,28300,1年2万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,506011-9622R-S,ゼクセルコンプレッサー(DKS15CH),ﾏﾂﾀﾞ,SY56T,ﾀｲﾀﾝ,S58E61K00,40404989,S58E-61-K00,S58E-61-L10,,,27300,1年2万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,506011-9150R-S,ゼクセルコンプレッサー(DKS15CH),ﾏﾂﾀﾞ,KH-SGL3F,ﾌﾘ-ﾀﾞ,S54S61450,40403542,S54S-61-450,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1,481.0,,,,,,,,,,,
コンプレッサー,506011-2960R-S,ゼクセルコンプレッサー(DKS17CH),ﾏﾂﾀﾞ,SE58TF,J80･J100,S52561450,40402804,S525-61-450,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1,481.0,,,,,,,,,,,
コンプレッサー,506011-2950R-S,ゼクセルコンプレッサー(DKS15CH),ﾏﾂﾀﾞ,SE88M,ﾎﾞﾝｺﾞ,S52061450,40402405,S520-61-450,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1,481.0,,,,,,,,,,,
コンプレッサー,506011-9130R-T,ゼクセルコンプレッサー　DKS15CH,ﾏﾂﾀﾞ,SK22V,ﾎﾞﾝｺﾞ,S48C61450,40400004,S48C-61-450,,MQ902980,MQ905094,27300,2年4万km保証,純正部品にてリビルト,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,506011-9180R-S,ゼクセルコンプレッサー(DKS17CH),ﾏﾂﾀﾞ,SK56M,ﾎﾞﾝｺﾞ･ﾌﾞﾛｰﾆｨ,S46D61450A,40397711,S46D-61-450A,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,506011-8620R-S,ゼクセルコンプレッサー(DKS17CH),,,,S38A61K00,40395040,S38A61K00,,S38A61K00,S09C61L10A,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,506011-8610R-S,ゼクセルコンプレッサー(DKS17CH),ﾏﾂﾀﾞ,E-SGE3F,ﾌﾘ-ﾀﾞ,S38A61450,40395010,S38A-61-450,,S38A61K00,S09A61L10B,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,506011-7930R-S,ゼクセルコンプレッサー(DKS17CH),ﾏﾂﾀﾞ,SD59T,ﾎﾞﾝｺﾞ,S31F61450B,40392418,S31F-61-450B,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,クラッチ配線のカプラーは現車の物をご使用下さい。,,1,481.0,,,,,,,,,,,
コンプレッサー,92600-HA00AR-M,ヴォレオコンプレッサー,ﾏﾂﾀﾞ,SKP2V,ﾎﾞﾝｺﾞ,S2V361450,40391930,S2V3-61-450,,,,31300,2年4万km保証,純正サプライヤー製新品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,92600-HA00AR-M,ヴォレオコンプレッサー,ﾏﾂﾀﾞ,SKP2V,ﾎﾞﾝｺﾞ,S2V361450,40391930,S2V3-61-450,,,,31300,2年4万km保証,純正サプライヤー製新品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,506012-1180R-T,ゼクセルコンプレッサー DKS17D,ﾏﾂﾀﾞ,SKF6V,ﾎﾞﾝｺﾞ･ﾌﾞﾛｰﾆｨ,S0N861450,40382342,S0N8-61-450,,92610HA305,27632HA300,27300,2年4万km保証,純正部品にてリビルト,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,506012-1180R-M,ヴァレオコンプレッサー,ﾏﾂﾀﾞ,SKF6V,ﾎﾞﾝｺﾞ･ﾌﾞﾛｰﾆｨ,S0N861450,40382342,S0N8-61-450,,92610HA305,27632HA300,28300,2年4万km保証,純正サプライヤー製新品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,506012-1180R-H1,ヴァレオコンプレッサー,ﾏﾂﾀﾞ,SKF2T,ﾎﾞﾝｺﾞ,S0N861450,40382342,S0N8-61-450,,92610HA305,27632HA300,28300,2年4万km保証,純正部品にてリビルト,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,506011-6750R-S,ゼクセルコンプレッサー(DKS17CH),ﾏﾂﾀﾞ,SGLR,ﾎﾞﾝｺﾞ･ﾌﾚﾝﾃﾞｨ,S09A61450,40380476,S09A-61-450,,A0961K00,A0961K00,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1,481.0,,,,,,,,,,,
コンプレッサー,509618-2330R-S,ゼクセルコンプレッサー(DKS15G),ﾏﾂﾀﾞ,SD29T,ﾎﾞﾝｺﾞ･ﾌﾞﾛｰﾆｨ,S09361450A,40379882,S093-61-450A,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,247100-493R,コンプレッサー/クラッチ(R) SV06E 12V,ﾏﾂﾀﾞ,PG6SA,AZ1,P10061450,40364356,P100-61-450,,1472006350,4473001890,28600,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,NE51-61-450BR-S,カルソニックコンプレッサー(CR08),ﾏﾂﾀﾞ,NCEC,ﾛｰﾄﾞｽﾀｰ,NE5161450B,40361636,NE51-61-450B,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,NE51-61-450BR-O,カルソニックコンプレッサー(CR08),ﾏﾂﾀﾞ,NCEC,ﾛｰﾄﾞｽﾀｰ,NE5161450B,40361636,NE51-61-450B,,,,33000,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,N243-61-450R-S,コンプレッサー (R),ﾏﾂﾀﾞ,ND5RC,ﾛｰﾄﾞｽﾀｰ,N24361450,40354847,N243-61-450,,,,29300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,447100-141R,コンプレッサー/クラッチ(R) SC08C 12V,ﾏﾂﾀﾞ,NB6C,ﾛｰﾄﾞｽﾀｰ,N05361450A,40351560,N053-61-450A,,442100022,447300761,47900,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,447100-023R,スル-ベンコンプ/クラッチ TV12C 12V,ﾏﾂﾀﾞ,NA8C,ﾛｰﾄﾞｽﾀｰ,N02661450,40350668,N026-61-450,,4425002590,4473001950,28600,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,147100-742R,コンプレッサ-/クラッチ 10P13F,ﾏﾂﾀﾞ,NA6CE,ﾛｰﾄﾞｽﾀｰ,N00161450B,40349926,N001-61-450B,,,,32400,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,AKC200A560AR-S,三菱コンプレッサー(MSC105CA)クラッチ付,三菱,CBA-NA4W,ｸﾞﾗﾝﾃﾞｨｽ,MR958872,30086843,MR958872,7813A113,MR958872,7813A113,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,447170-784R,コンプレッサー/クラッチ　(R)  10S17C  12V,,,,MR568288,30067192,MR568288,MR500874,4472203980,4473008660,34100,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1,481.0,,,,,,,,,,,
コンプレッサー,447170-804R,コンプレッサー/クラッチ　(R)　10S17C  12V,,,,MR568288,30067192,MR568288,MR568290,4472203980,2473000040,34100,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1,481.0,,,,,,,,,,,
コンプレッサー,AKC200A552R-S,三菱コンプレッサー(MSC105C) クラッチ付,,,,MR500333,30063084,MR500333,MR500334,MR500333,MR500334,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,506021-4740R-S,ゼクセルコンプレッサー(DKV11G),,,,MR460310,30060341,MR460310,MR460311,MR460310,MR460311,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,AKC200A024AR-S,三菱コンプレッサー(MSC60CH) クラッチ付,三菱,U62T,ﾐﾆｷｬﾌﾞ,MR460141,30060328,MR460141,MR500384,,,21500,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,※冷凍車除く【冷凍車の場合はサンデン製ＳＤ　「モデル№７１７１」が装着される場合があります。現品の確認をお願い致します】,,0,481.0,,,,,,,,,,,
コンプレッサー,AKC200A205GR-S,三菱コンプレッサー(MSC90C) クラッチ付,,,,MR460111,30060318,MR460111,MR500254,AKC006A225,AKC006A226A,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,AKC200A204R-S,三菱コンプレッサー(MSC90C) クラッチ付,三菱,EC5W,ﾚｸﾞﾅﾑ,MR460111,30060318,MR460111,MR500261,MR460111,MR500261,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,447100-126R,コンプレッサー/クラッチ(R)　SCS08C  12V,,,,MR398715,30057470,MR398715,MR398721,MR398715,MR398721,28600,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1,481.0,,,,,,,,,,,
コンプレッサー,447100-127R,コンプレッサー/クラッチ　(R)　SCS08C 12V,,,,MR398715,30057470,MR398715,MR398716,MR398715,MR398716,28600,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1,481.0,,,,,,,,,,,
コンプレッサー,506011-8150R-S,ゼクセルコンプレッサー(DKS15CH),,,,MR360896,30055384,MR360896,MR360895,MR360896,MR360895,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1,481.0,,,,,,,,,,,
コンプレッサー,AKC200A402HR-S,三菱コンプレッサー(MSC105CVS) クラッチ付,,,,MR360264,30055305,MR360264,MR233784,AKC201A402G,AKC006A413F,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,AKC200A402LR-S,三菱コンプレッサー(MSC105CVS) クラッチ付,,,,MR360248,30055297,MR360248,MR168341,AKC006A411K,AKC006A413B,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,クラッチ配線のカプラーは現車の物をご使用下さい。,,1,481.0,,,,,,,,,,,
コンプレッサー,SD7171R-S,サンデンコンプレッサー,三菱,U61V,ﾐﾆｷｬﾌﾞ,MR338845,30054419,MR338845,,,,32300,1年2万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,クラッチ配線のカプラーは現車の物をご使用下さい。,,1,481.0,,,,,,,,,,,
コンプレッサー,SD7171R-F,サンデンコンプレッサー,三菱,U61V,ﾐﾆｷｬﾌﾞ,MR338845,30054419,MR338845,,,,36300,1年2万km保証,純正サプライヤー製新品,マグネットクラッチ付　Oリング付　オイル規定量入り,,冷凍車専用コンプレッサー,1,481.0,,,,,,,,,,,
コンプレッサー,AKC200A204GR-S,三菱コンプレッサー(MSC90C) クラッチ付,,,,MR315815,30053415,MR315815,MR315851,AKC006A215A,AKC006A216G,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,AKC200A204RR-S,三菱コンプレッサー(MSC90C) クラッチ付,,,,MR315784,30053408,MR315784,MR398103,MR315784,MR398103,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,AKC200A204NR-S,三菱コンプレッサー(MSC90C) クラッチ付,,,,MR315784,30053408,MR315784,MR398100,MR315784,MR398100,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,AKC200A204BR-S,三菱コンプレッサー(MSC90C) クラッチ付,三菱,CP9A,ﾗﾝｻｰ,MR315784,30053408,MR315784,MR315861,MR315784,MR315861,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,AKC200A203CR-S,三菱コンプレッサー(MSC90C) クラッチ付,三菱,CJ4A,ﾐﾗｰｼﾞｭ,MR315268,30053324,MR315268,MR360255,MR315268,MR360255,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,AKC200A203AR-S,三菱コンプレッサー(MSC90C) クラッチ付,,,,MR315267,30053323,MR315267,MR233479,MR315267,MR233479,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,AKC200A203FR-S,三菱コンプレッサー(MSC90C) クラッチ付,,,,MR233478,30050524,MR233478,MR298702,AKC201A203A,AKC006A210S,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,SD7170R-S,サンデンコンプレッサー,,,,MR216258,,MR216258,MR216257,MR216258,MR216257,39300,1年2万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,クラッチ配線のカプラーは現車の物をご使用下さい。,冷凍車専用コンプレッサー,1,,,,,,,,,,,,
コンプレッサー,AKC200A601DR-S,三菱コンプレッサー(MSC130CV) クラッチ付,三菱,PE8W,ﾃﾞﾘｶ･ｽﾍﾟｰｽｷﾞｱ,MR206800,30049736,MR206800,MR206804,MR206800,MR206804,37300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,AKC200A601CR-S,三菱コンプレッサー(MSC130CV) クラッチ付,,,,MR206800,30049736,MR206800,MR206805,MR206800,MR206805,35300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,AKC200A601AR-S,三菱コンプレッサー(MSC130CV) クラッチ付,三菱,PD8W,ﾃﾞﾘｶ･ｽﾍﾟｰｽｷﾞｱ,MR206800,30049736,MR206800,MR206803,MR206800,MR206803,37300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,AKC200A601HR-S,三菱コンプレッサー(MSC130CV) クラッチ付,三菱,PD6W,ﾃﾞﾘｶ･ｽﾍﾟｰｽｷﾞｱ,MR206800,30049736,MR206800,MR398752,MR206800,MR398752,37300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,AKC200A002AR-S,三菱コンプレッサー(MSC60C) クラッチ付,,,,MR201153,,MR201153,MR938868,AKC006A006A,AKC006A007,20800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,447100-507R,コンプレッサー/クラッチ(R)  10P13C 12V,,,,MR175654,,MR175654,MR115636,MR175654,MR115636,29400,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1,,,,,,,,,,,,
コンプレッサー,AKC200A402AR-S,三菱コンプレッサー(MSC105CVS) クラッチ付,,,,MR168350,30048360,MR168350,MR168341,AKC006A411K,AKC006A413B,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,AKC200A402BR-S,三菱コンプレッサー(MSC105CVS) クラッチ付,,,,MR168349,,MR168349,MR175837,AKC201A402,AKC272C420,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,AKC200A402R-S,三菱コンプレッサー(MSC105CVS) クラッチ付,,,,MR168349,,MR168349,MR168340,AKC201A402,AKC272C415,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,AKC200A201AR-S,三菱コンプレッサー(MSC90C) クラッチ付,,,,MR168199,30048352,MR168199,MR189419,MR168199,MR189419,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,AKC200A201HR-S,三菱コンプレッサー(MSC90C) クラッチ付,,,,MR168199,30048352,MR168199,MR189417,MR168199,MR189417,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,AKC200A201R-S,三菱コンプレッサー(MSC90C) クラッチ付,,,,MR168199,30048352,MR168199,MR189240,MR168199,MR189240,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,AKC200A201BR-S,三菱コンプレッサー(MSC90C) クラッチ付,,,,MR168199,30048352,MR168199,MR116405,MR168199,MR116405,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,AKC200A201FR-S,三菱コンプレッサー(MSC90C) クラッチ付,三菱,CB2V,ﾘﾍﾞﾛ,MR168199,30048352,MR168199,MR168195,MR168199,MR168195,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,AKC200A201CR-S,三菱コンプレッサー(MSC90C) クラッチ付,,,,MR168186,30048347,MR168186,,AKC201A201B,AKC272C304A,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,AKC200A201GR-S,三菱コンプレッサー(MSC90C) クラッチ付,,,,MR168186,30048347,MR168186,MR360242,AKC201A201B,AKC272C304,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,447100-451R,コンプレッサ-/クラッチ  10PA15VC　12V,三菱,V46WG,ﾊﾟｼﾞｪﾛ,MR149367,,MR149367,MR149370,,,29400,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,447100-454R,コンプレッサ-/クラッチ  10PA15VC,三菱,V26WG,ﾊﾟｼﾞｪﾛ,MR149366,,MR149366,MR149370,,,29400,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,447100-452R,コンプレッサー/クラッチ(R) 10PA15C 12V,三菱,V45W,ﾊﾟｼﾞｪﾛ,MR149364,,MR149364,MR149368,,,29400,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1,,,,,,,,,,,,
コンプレッサー,447100-372R,コンプレッサー/クラッチ　(R)　10PA17C  12V,,,,MR149343,,MR149343,MR117258,MR149343,MR117258,29400,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,447100-374R,コンプレッサー/クラッチ(R) 10PA15VC 12V,,,,MR117062,,MR117062,MR117259,MR117062,MR117259,29400,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1,,,,,,,,,,,,
コンプレッサー,AKC200A202CR-S,三菱コンプレッサー(MSC90C) クラッチ付,,,,MR116347,,MR116347,MR168181,AKC201A202A,AKC006A210H,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,AKC200A202BR-S,三菱コンプレッサー(MSC90C) クラッチ付,,,,MR116284,,MR116284,MR116405,AKC201A202,AKC006A210F,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,AKC200A080AR-S,三菱コンプレッサー(MSC60CA) クラッチ付,三菱,Z21A,ｺﾙﾄ,MN164472,30032104,MN164472,,,,21800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,AKC200A085R-S,三菱コンプレッサー(MSC50CAS) クラッチ付,三菱,HA1W,ｱｲ,MN157931,30031748,MN157931,,,,26300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,AKA200A220BR-S,三菱コンプレッサー(FXA105VSL4) クラッチ付,,,,MB947762,,MB947762,MB939456,MB947762,MB939456,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,AKA200A310R-S,三菱コンプレッサー(AX105VSL) クラッチ付,,,,MB946518,30022180,MB946518,MB630393,MB946518,MB630393,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
