品目,品番,商品名,車両メーカー,代表型式,代表車名,純正品番,本体福原加工,クラッチ福原加工,本体,クラッチ,仕切り,保証期間,備考,付属品,注意事項１,注意事項２,在庫フラグ（0：在庫あり、1：要確認）
オルタネーター,A007T02974R,スズキオルタ(G) I.C 12/50,ｽｽﾞｷ,E-CN11S,ｷｬﾘｨ･ｴﾌﾞﾘｨ,31400-51F11,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007TA0574R,スズキオルタ(G) IC 12/40,ｽｽﾞｷ,E-CN11S,ｷｬﾘｨ･ｴﾌﾞﾘｨ,31400-51F20,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-938R,スズキオルタ(G) I.C 12/50,ｽｽﾞｷ,M-DA51B,ｷｬﾘｨ･ｴﾌﾞﾘｨ,31400-55F10,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A001TA3891R,オルタネーター(G)　IC 12/60,ｽｽﾞｷ,CBA-MH21S,ﾜｺﾞﾝR,31400-58J00,,,,,13700,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-596R,オルタネーター(G) 12/60,ｽｽﾞｷ,MH23S,ﾜｺﾞﾝR,31400-58J10,,,,,10900,2年4万km保証,MAXタイプ,,,,0
オルタネーター,102211-631R,オルタネーター(G) 12/60,ｽｽﾞｷ,MH23S,ﾜｺﾞﾝR,31400-58J21,,,,,11400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007T00191R,スズキオルタ(G)I.C  12/50,ｽｽﾞｷ,M-DA51V,ｷｬﾘｰ,31400-60A10,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007T02491R,スズキオルタ(G) I.C 12/50,ｽｽﾞｷ,TD01W,ｴｽｸｰﾄﾞ,31400-60A11,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007T00598R,スズキオルタ(G) I.C 12/50,ｽｽﾞｷ,V-DC51B,ｷｬﾘｰ,31400-60B30,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007T02691R,スズキオルタ(G) I.C 12/55,ｽｽﾞｷ,E-AH14S,ｶﾙﾀｽ,31400-60B31,,,,,22100,2年4万km保証,MAXタイプ,,プーリーの溝　３溝,,1
オルタネーター,A007T01171R,スズキオルタ(G) I.C 12/40,ｽｽﾞｷ,DA41T,ｷｬﾘｰ,31400-60C10,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007T01991R,スズキオルタ(G) IC 12/50,ｽｽﾞｷ,E-JB32W,ｼﾞﾑﾆｰ,31400-60E10,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007T02691BR,スズキオルタ(G)　I.C　12/55,ｽｽﾞｷ,DBA-MF33S,MRﾜｺﾞﾝ,31400-60E12,,,,,22100,2年4万km保証,MAXタイプ,,プーリーの溝　４溝,,1
オルタネーター,101211-241R,スズキオルタ(G) I.C 12/55,ｽｽﾞｷ,DBA-MK32S,ｽﾍﾟｰｼｱ,31400-60F11,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007T01874R,スズキオルタ(G)I.C　12/55,ｽｽﾞｷ,M-JA71C,ｼﾞﾑﾆｰ,31400-60F30,,,,,22100,2年4万km保証,MAXタイプ,,注意：こちらのモデルはベルト滑りを起こしやすいモデルです。ファンベルト摩耗、ベルト張り不足等に特に注意が必要です。オルタネーターとベルトの同時交換をオススメします。,メーカーより対策キットの設定があります。「発電不良」「ベルト摩耗」の症状の場合は、対策キット(リブベルト)の交換を是非お勧め下さい。,1
オルタネーター,101211-072R,スズキオルタ(G) I.C 12/70,ｽｽﾞｷ,E-CT51S,ﾜｺﾞﾝR,31400-60G11,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-502R,スズキオルタネ-タ (G) I.C 12/70,ｽｽﾞｷ,E-HA21S,ｱﾙﾄ,31400-60G12,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-528R,スズキオルタネーター(G) IC 12/70,ｽｽﾞｷ,M-DA51V,ｷｬﾘｰ,31400-60G13,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-250R,スズキオルタ(G)　I.C  12/90,ｽｽﾞｷ,MA34S,ｿﾘｵ,31400-60G21,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002TX4191AR,オルタネーター(G) I.C 12/150　スズキ,ｽｽﾞｷ,MA15S,ｿﾘｵ,31400-61P00,,,,,30300,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-913R,スズキオルタ(G)　I.C  12/75,ｽｽﾞｷ,ZC11S,ｽｲﾌﾄ,31400-63J00,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A001TG1191R,オルタネーター(G）I.C 12/65,ｽｽﾞｷ,DA17V,ｴﾌﾞﾘｨ,31400-64P00,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007TA3191R,スズキオルタ(G) IC 12/45,ｽｽﾞｷ,DA62T,ｷｬﾘｰ,31400-65H00,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007TA3191BR,スズキオルタ(G) IC 12/45,ｽｽﾞｷ,GF-DA32W,ｴﾌﾞﾘｨ･ﾌﾟﾗｽ,31400-65H02,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A001TA3591AR-S,スズキオルタ(G)　IC 12/60,ｽｽﾞｷ,DA62T,ｷｬﾘｰ,31400-65H11,,,,,16400,1年2万km保証,シルバータイプ,,,,1
オルタネーター,A001TA3591AR,スズキオルタ(G)　IC 12/60,ｽｽﾞｷ,DA62T,ｷｬﾘｰ,31400-65H11,,,,,20600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A001TA3592AR,スズキオルタネーター(G) I.C 12/60,ｽｽﾞｷ,EBD-DA63T,ｷｬﾘｰ,31400-65H30,,,,,20550,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005TG0291R,スズキオルタ(G）IC 12/80,ｽｽﾞｷ,E-TA11W,ｴｽｸ-ﾄﾞ,31400-65J10,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005TA3891R,スズキオルタネーター(G) IC 12/60,ｽｽﾞｷ,E-GC41W,ｶﾙﾀｽ,31400-66D01,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A001TA4091R,スズキオルタ(G)　IC 12/60,ｽｽﾞｷ,DA64V,ｴﾌﾞﾘｨ,31400-68H00,,,,,18800,2年4万km保証,MAXタイプ,,,,0
オルタネーター,A001TA4491R,スズキオルタ(G)　IC 12/60,ｽｽﾞｷ,DA64V,ｷｬﾘｨ･ｴﾌﾞﾘｨ,31400-68H10,,,,,14900,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-676R,スズキオルタ(G) I.C 12/45,ｽｽﾞｷ,GD-DA52V,ｴﾌﾞﾘｨ,31400-70B10,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-677R,スズキオルタ(G) I.C 12/45,ｽｽﾞｷ,M-DA71B,ｷｬﾘｨ･ｴﾌﾞﾘｨ,31400-70B20,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007T00771R,スズキオルタ(G) I.C 12/50,ｽｽﾞｷ,GH-HT51S,ｽｲﾌﾄ,31400-70B40,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007T01174R,スズキオルタ(G) I.C 12/50,ｽｽﾞｷ,ABA-RA21S,ｷｬﾘｨ･ｴﾌﾞﾘｨ,31400-70D00,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007T01374R,スズキオルタ(G) IC 12/45,ｽｽﾞｷ,DBA-YA11S,SX4,31400-70D10,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007T02874R,スズキオルタ(G) IC 12/45,ｽｽﾞｷ,GF-JB23W,ｼﾞﾑﾆｰ,31400-70D11,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A001T04495R,スズキオルタ(G) I.C 12/55,ｽｽﾞｷ,E-AA53S,ｶﾙﾀｽ,31400-71C31,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005T07191R,スズキオルタ(G) IC 12/55,ｽｽﾞｷ,M-JA11C,ｼﾞﾑﾆｰ,31400-71C32,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,101211-212R,オルタネーター(G) IC 12/55,ｽｽﾞｷ,EBD-DA16T,ｷｬﾘｰ,31400-71C50,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005TG1991R-S1,オルタネーター(G)　I.C　12/80　スズキ,ｽｽﾞｷ,MA15S,ｿﾘｵ,31400-71L00,,,,,13800,1年2万km保証,シルバータイプ,,,,1
オルタネーター,A005TG1991R,スズキオルタ(G）IC 12/80,ｽｽﾞｷ,MA15S,ｿﾘｵ,31400-71L01,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005TG2591R,スズキオルタ(G）IC 12/80,ｽｽﾞｷ,ZC32S,ｽｲﾌﾄ,31400-71L03,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,104211-327R,オルタネーター (G) I.C 12/120,ｽｽﾞｷ,MK32S,ｽﾍﾟｰｼｱ,31400-72M01,,,,,20000,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007T00271R,スズキオルタ(G) I.C 12/45,ｽｽﾞｷ,TA-JB23W,ｼﾞﾑﾆｰ,31400-73A10,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,101211-263R,スズキオルタ(G) I.C 12/55,ｽｽﾞｷ,M-DA41V,ｷｬﾘｰ,31400-73G00,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007TA1174R,スズキオルタ (G) 12/55,ｽｽﾞｷ,CT21S,ﾜｺﾞﾝR,31400-73G11,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,101211-264R,オルタネ-タ (G) I.C 12/55,ｽｽﾞｷ,M-DA71V,ｷｬﾘｨ･ｴﾌﾞﾘｨ,31400-73G20,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-592R,スズキオルタ(G)　IC 12/60,ｽｽﾞｷ,HA23V,ｱﾙﾄ,31400-73H01,,,,,10900,2年4万km保証,MAXタイプ,,,,1
オルタネーター,104211-215R,オルタネーター (G) I.C 12/70,ｽｽﾞｷ,HA36S,ｱﾙﾄ,31400-74P00,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,104211-368R,オルタネーター (G) I.C 12/120,ｽｽﾞｷ,HA36S,ｱﾙﾄ,31400-74P10,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-902R,スズキオルタ(G) I.C 12/50,ｽｽﾞｷ,M-DA41T,ｷｬﾘｰ,31400-75D10,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-517R,オルタネーター(G)　IC 12/60,ｽｽﾞｷ,MA61S,ﾜｺﾞﾝR･ﾜｲﾄﾞ,31400-75F00,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-576R,オルタネ-タ (G) I.C 12/60,ｽｽﾞｷ,MC22S,ﾜｺﾞﾝR,31400-75F02,,,,,11100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A001TA2591R,スズキオルタネーター(G) I.C 12/70,ｽｽﾞｷ,E-JB31W,ｼﾞﾑﾆｰ,31400-76A00,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A001TA3491AR,スズキオルタネーター(G) IC 12/70,ｽｽﾞｷ,E-AB33S,ｴﾌﾞﾘｨﾗﾝﾃﾞｨ,31400-76A21,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-700R,オルタネ-タ (G) I.C 12/65,ｽｽﾞｷ,GF-MC21S,ﾜｺﾞﾝR,31400-76F00,,,,,15300,2年4万km保証,MAXタイプ,,,,1
オルタネーター,101211-288R,オルタ(G) I C 12/55,ｽｽﾞｷ,MC21S,ﾜｺﾞﾝR,31400-76G00,,,,,9600,2年4万km保証,MAXタイプ,,リブベルト仕様です。,,1
オルタネーター,101211-289R,スズキオルタ(G) I.C 12/55,ｽｽﾞｷ,MC11S,ﾜｺﾞﾝR,31400-76G10,,,,,9800,2年4万km保証,MAXタイプ,,注意：こちらのモデルはベルト滑りを起こしやすいモデルです。ファンベルト摩耗、ベルト張り不足等に特に注意が必要です。オルタネーターとベルトの同時交換をオススメします。,対策前：Vベルト    対策後：リブベルト　こちらのモデルはVプーリー付でのご案内になります。,1
オルタネーター,101211-361R,オルタネータ(G) I.C 12/50,ｽｽﾞｷ,HA12S,ｱﾙﾄ,31400-76G40,,,,,14200,2年4万km保証,MAXタイプ,,注意：こちらのモデルはベルト滑りを起こしやすいモデルです。ファンベルト摩耗、ベルト張り不足等に特に注意が必要です。オルタネーターとベルトの同時交換をオススメします。,メーカーより対策キットの設定があります。「発電不良」「ベルト摩耗」の症状の場合は、対策キット(リブベルト)の交換を是非お勧め下さい。,1
オルタネーター,A001TA3991R,スズキオルタネーター(G)　12/60,ｽｽﾞｷ,DA63T,ｷｬﾘｰ,31400-76J00,,,,,18200,2年4万km保証,MAXタイプ,,,,1
オルタネーター,101211-918R,オルタネ-タ (G) I.C 12/85,ｽｽﾞｷ,TD11W,ｴｽｸｰﾄﾞ,31400-77E10,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-515R,スズキオルタ(G) I.C 12/70,ﾏﾂﾀﾞ,L-SE48TF,ﾎﾞﾝｺﾞ,31400-77E23,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-552R,オルタネーター(G) IC 12/70,ｽｽﾞｷ,GC41W,ｶﾙﾀｽｸﾚｾﾝﾄ,31400-77E23,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,104211-266R,オルタネーター (G) SCタイプ I.C 12/70 軽,ｽｽﾞｷ,JB64W,ｼﾞﾑﾆｰ,31400-77R00,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,021000-813R,オルタネ-タ- (G) 12/35,ｽｽﾞｷ,SS40T,ﾏｲﾃｨﾎﾞｰｲ,31400-78010,,,,,9300,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007TA2574R-S,スズキオルタ(G) IC 12/55,ｽｽﾞｷ,DA52V,ｴﾌﾞﾘｨ,31400-78A00,,,,,12000,1年2万km保証,シルバータイプ,,,,1
オルタネーター,A007TA2574R,スズキオルタ(G) IC 12/55,ｽｽﾞｷ,DA52V,ｴﾌﾞﾘｨ,31400-78A00,,,,,19300,2年4万km保証,MAXタイプ,,,注意：こちらのモデルはベルト滑りを起こしやすいモデルです。ファンベルト摩耗、ベルト張り不足等に特に注意が必要です。オルタネーターとベルトの同時交換をオススメします。,1
オルタネーター,A007TA2474R-S,スズキオルタ(G) I.C 12/45,ｽｽﾞｷ,DB52T,ｷｬﾘｰ,31400-78A20,,,,,13100,1年2万km保証,シルバータイプ,,,,1
オルタネーター,A007TA2474R,スズキオルタ(G) I.C 12/45,ｽｽﾞｷ,DB52T,ｷｬﾘｰ,31400-78A30,,,,,18800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007TA2874R,スズキオルタ(G) IC 12/55,ｽｽﾞｷ,DA52W,ｴﾌﾞﾘｨ,31400-78A40,,,,,20600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-534R,オルタネ-タ (G) I.C 12/70,ｽｽﾞｷ,MA63S,ﾜｺﾞﾝR･ﾌﾟﾗｽ,31400-78F00,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-555R,スズキオルタ(G) IC 12/70,ｽｽﾞｷ,MA34S,ｿﾘｵ,31400-78F10,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A001T33771R,スズキオルタ(G) I.C 12/40,ｽｽﾞｷ,JA71C,ｼﾞﾑﾆｰ,31400-80011,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-219R,スズキオルタ(G) IC 12/75,ｽｽﾞｷ,HT51S,ｽｲﾌﾄ,31400-80G00,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-260R,オルタネーター(G) IC 12/75,ｽｽﾞｷ,MA34S,ｿﾘｵ,31400-80G10,,,,,16000,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-926R,スズキオルタ(G)　I.C  12/75,ｽｽﾞｷ,XB32S,SX4,31400-80J00,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-523R,スズキオルタ(G) IC 12/60,ｽｽﾞｷ,JB33W,ｼﾞﾑﾆｰ,31400-81A00,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007TA2191R,スズキオルタ (G) 12/55,ｽｽﾞｷ,JB23W,ｼﾞﾑﾆｰ,31400-81A10,,,,,20550,2年4万km保証,MAXタイプ,,重要：純正品番が１Ａ０６－１８－３００（Ａ）の場合、ＯＥＭ車輌の為、現品メーカー品番がＡ００７ＴＡ２１９１である事の確認が必要です。,,1
オルタネーター,A001T41171R,スズキオルタ(G) I.C 12/50,ﾏﾂﾀﾞ,GA-SE88M,ﾎﾞﾝｺﾞ,31400-82131,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007T02471R,スズキオルタ(G) I.C 12/50,ｽｽﾞｷ,JA11V,ｼﾞﾑﾆｰ,31400-82C10,,,,,18800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007TG0491R,スズキオルタ(G）I.C 12/55,ｽｽﾞｷ,DA16T,ｷｬﾘｰ,31400-82M00,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A001TG2091R,スズキ オルター(G) IC 12/60,ｽｽﾞｷ,DA16T,ｷｬﾘｲﾄﾗｯｸ,31400-82M10,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-702R,オルタネータ (G) I.C 12/65,ｽｽﾞｷ,HN22S,kei,31400-84F00,,,,,10900,2年4万km保証,MAXタイプ,,,,1
オルタネーター,101211-855R,オルタネーター(G) IC 12/55,ｽｽﾞｷ,MC12S,ﾜｺﾞﾝR,31400-84G10,,,,,11500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A001TA3291AR,オルタネーター(G)　IC 12/60,ｽｽﾞｷ,JB23W,ｼﾞﾑﾆｰ,31400-84G31,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-154R,"スズキオルタ(G) I,C 12/45",ｽｽﾞｷ,CG72V,ｾﾙﾎﾞ,31400-85250,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A001T34271R,スズキオルタ(G) I.C 12/,ｽｽﾞｷ,L-SS88MF,ｽﾍﾟｸﾄﾛﾝ,31400-85310,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007T00492R,スズキオルタ(G) I.C 12/40,ｽｽﾞｷ,DB41T,ｷｬﾘｰ,31400-85320,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-155R,オルタネーター(G) I.C 12/50,ｽｽﾞｷ,JB31W,ｼﾞﾑﾆｰ,31400-86010,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-157R,スズキオルタ(G) I.C 12/60,ｽｽﾞｷ,JB32W,ｼﾞﾑﾆｰ,31400-86510,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR190-771R,オルタネーター(D)IC　12/90,日産,VWME25,ｺﾓ,5-86148-382-0,,,,,32800,2年4万km保証,MAXタイプ,,こちらのオルタネーターは元々クラッチプーリーが装着されております。最新ヴァージョンはソリッド（固定式）プーリーに変更されております。【メーカー対策済】,現車とプーリーが異なる場合がありますが対策済みですのでご安心下さい。,1
オルタネーター,C003TA1991RL,"ISG（モーター機能付オルタネーター)　純正定価￥132,000",ｽｽﾞｷ,MA36S,ｿﾘｵ,96100-81P05,,,,,66000,1年2万km保証,メーカーリンク品,,メーカーリンク品,商品に走行距離記入用紙が同梱されているので必ずコア返却時に記入してください。記入がない場合は確認のご連絡をさせて頂く場合がございます。,1
オルタネーター,C002TA0691RL,"ISG（モーター機能付オルタネーター)　純正定価￥138,000",ｽｽﾞｷ,MH44S,ﾜｺﾞﾝR,96100-85P00,,,,,60000,1年2万km保証,メーカーリンク品,,メーカーリンク品,商品に走行距離記入用紙が同梱されているので必ずコア返却時に記入してください。未記入の場合は確認のご連絡をさせて頂く場合がございます。,1
オルタネーター,C002TA0791RL,"ISG（モーター機能付オルタネーター)　純正定価￥120,000",ｽｽﾞｷ,MK42S,ｽﾍﾟｰｼｱ,96100-85P10,,,,,60000,1年2万km保証,メーカーリンク品,,メーカーリンク品,商品に走行距離記入用紙が同梱されているので必ずコア返却時に記入してください。未記入の場合は確認のご連絡をさせて頂く場合がございます。,1
オルタネーター,100211-159R,オルタネーター(G) I.C 12/45,ﾏﾂﾀﾞ,ABF-SKP2L,ﾎﾞﾝｺﾞ,A503-18-300,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A003TJ0191R,オルタネーター(G) IC 12/110 (パワトラ）,ﾏﾂﾀﾞ,ABF-SKP2T,ﾎﾞﾝｺﾞ,AJ51-18-300,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-908R,オルタネーター (G) I.C 12/50,ﾏﾂﾀﾞ,CY21S,AZ-ﾜｺﾞﾝ,AZ01-18-300,,,,,11300,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007T02174R,スズキオルタ(G) IC 12/50,ﾏﾂﾀﾞ,PG6SA,AZ1,AZ10-18-300,,,,,18800,2年4万km保証,MAXタイプ,,注意：こちらのモデルはベルト滑りを起こしやすいモデルです。ファンベルト摩耗、ベルト張り不足等に特に注意が必要です。オルタネーターとベルトの同時交換をオススメします。,,1
オルタネーター,A005T00972R,オルタネーター(G) I.C 12/50,ﾏﾂﾀﾞ,E-CB2W,ｶﾍﾟﾗ,B113-18-300B,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005T01271R,オルタネーター(G) IC 12/45,三菱,KB-P05T,ﾃﾞﾘｶ,B115-18-300,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005T00877R,オルタネーター(G) I.C 12/65,ﾏﾂﾀﾞ,BG5P,ﾌｧﾐﾘｱ,B366-18-300E,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005T03391R,オルタネ-タ-(G) I.C 12/60,三菱,E-EC5A,ｷﾞｬﾗﾝ,B3C7-18-300B,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002TA0791R,オルタネーター(G) IC 12/70,三菱,E-K99W,ﾁｬﾚﾝｼﾞｬｰ,B595-18-300,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR170-759R,オルタネーター(G) IC 12/70,ﾏﾂﾀﾞ,DW5W,ﾃﾞﾐｵ,B5C7-18-300,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002TB6191R,オルタネーター(G) IC 12/70,ﾏﾂﾀﾞ,DW5W,ﾃﾞﾐｵ,B5D8-18-300A,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002T13471R,オルタネ-タ-(G) I.C 12/60,三菱,GF-N61W,RVR,B617-18-300,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005T01577R,オルタネーター(G) I.C 12/60,ﾏﾂﾀﾞ,NA6CE,ﾛｰﾄﾞｽﾀｰ,B61P-18-300D,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005T03677R,オルタネ-タ-(G) I.C 12/60,ﾏﾂﾀﾞ,NA6CE,ﾛｰﾄﾞｽﾀｰ,B61P-18-300E,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005T03777R,オルタネ-タ-(G) I.C 12/65,ﾏﾂﾀﾞ,NA6CE,ﾛｰﾄﾞｽﾀｰ,B64J-18-300A,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002T33991R,オルタネーター(G)I.C 12/70,ﾏﾂﾀﾞ,BG8Z,ﾌｧﾐﾘｱ,B66S-18-300C,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002T05772R,オルタネ-タ-(G) I.C 12/60,ﾏﾂﾀﾞ,GV6V,ｶﾍﾟﾗ,B675-18-300C,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002T39391R,オルタネーター(G) IC 12/70,ﾏﾂﾀﾞ,BHALP,ﾌｧﾐﾘｱ,B6BF-18-300,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005T23171R,オルタネーター(G)12/50,三菱,GF-N73WG,RVR,BJ01-18-300,,,,,8300,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR170-758R,オルタネ-タ-(G) I.C 12/70,ﾏﾂﾀﾞ,NB6C,ﾛｰﾄﾞｽﾀｰ,BP4W-18-300C,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,LR180-766R,オルタネーター(G) IC 12/80,ﾏﾂﾀﾞ,NB8C,ﾛｰﾄﾞｽﾀｰ,BP6D-18-300A,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002T39291R,オルタネーター(G) IC 12/80,ﾏﾂﾀﾞ,CBA8P,ﾗﾝﾃｨｽ,BPD3-18-300,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002T80391R,オルタネーター(G) IC 12/65,ﾏﾂﾀﾞ,NA8C,ﾛｰﾄﾞｽﾀｰ,BPE8-18-300,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002T83491R,オルタネ-タ-(G) I.C 12/70,ﾏﾂﾀﾞ,NA8C,ﾛｰﾄﾞｽﾀｰ,BPE9-18-300,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002T83491AR,オルタネーター(G) IC 12/70,ﾏﾂﾀﾞ,NA8C,ﾛｰﾄﾞｽﾀｰ,BPE9-18-300A,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A001T31374R,オルタネーター (I.C),ﾏﾂﾀﾞ,SE48T,ﾎﾞﾝｺﾞ,D401-18-300A,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005T32174R,オルタネ-タ-(G) I.C 12/55,日産,SE58TN,ﾊﾞﾈｯﾄ,D429-18-300A,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005T32571R,オルタネーター(G) I.C 12/55,ﾏﾂﾀﾞ,BF3P,ﾌｧﾐﾘｱ,E357-18-300,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005T22877R,オルタネーター(G) IC 12/50,ﾏﾂﾀﾞ,SD89T,ﾎﾞﾝｺﾞ,F650-18-300C,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005T22877XR,オルタネーター(G) IC 12/50,ﾏﾂﾀﾞ,SD89T,ﾎﾞﾝｺﾞ,F650-18-300F,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005TA3177R,オルタネ-タ-(G) I.C 12/65,ﾏﾂﾀﾞ,SD89T,ﾎﾞﾝｺﾞ･ﾌﾞﾛｰﾆｨ,F81E-18-300,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005TA3179R,オルタネ-タ-(G) I.C 12/65,ﾏﾂﾀﾞ,SE88M,ﾎﾞﾝｺﾞ,F81J-18-300,,,,,16400,2年4万km保証,MAXタイプ,,,,1
